title;platform;score_phrase;score;genre;editors_choice;release_year
Shovel Knight;PlayStation Vita;Amazing;9;Platformer/Adventure;Y;2014
Shovel Knight;PlayStation 4;Amazing;9;Platformer/Adventure;Y;2014
Shovel Knight;Nintendo 3DS;Amazing;9;Platformer/Adventure;Y;2014
Shovel Knight;Wii U;Amazing;9;Platformer/Adventure;Y;2014
Shovel Knight;PC;Amazing;9;Platformer/Adventure;Y;2014
Shovel Knight;PlayStation 3;Amazing;9;Platformer/Adventure;Y;2014
Valiant Hearts: The Great War;PlayStation 4;Good;7.7;Puzzle/Adventure;N;2014
Grid Autosport;Xbox 360;Great;8.3;Racing;N;2014
FTL: Faster Than Light;iPad;Amazing;9.6;Simulation;Y;2014
FTL: Faster Than Light;PC;Amazing;9.6;Simulation;Y;2014
2014 FIFA World Cup Brazil;PlayStation 3;Good;7.5;Sports;N;2014
2014 FIFA World Cup Brazil;Xbox 360;Good;7.5;Sports;N;2014
Trials Fusion;Xbox 360;Great;8.2;Racing/Action;N;2014
Trials Fusion;PC;Great;8.2;Racing/Action;N;2014
Trials Fusion;Xbox One;Great;8.2;Racing/Action;N;2014
Trials Fusion;PlayStation 4;Great;8.2;Racing/Action;N;2014
Boom Beach;iPhone;Good;7;;N;2014
RBI Baseball 14;PlayStation 3;Bad;4.5;Baseball;N;2014
Pure Chess;PlayStation Vita;Okay;6;Board;N;2014
Grid Autosport;PlayStation 3;Great;8.3;Racing;N;2014
Grid Autosport;PC;Great;8.3;Racing;N;2014
Tales from Space: Mutant Blobs Attack;Xbox 360;Great;8;Platformer;N;2014
Tales from Space: Mutant Blobs Attack;PlayStation 3;Great;8;Platformer;N;2014
War Thunder;PlayStation 4;Good;7.2;Flight/Action;N;2014
War Thunder;PC;Good;7.2;Flight/Action;N;2014
War Thunder;Macintosh;Good;7.2;Flight/Action;N;2014
Pure Chess;PlayStation 3;Okay;6;Board;N;2014
Pure Chess;Wii U;Okay;6;Board;N;2014
Pure Chess;PlayStation 4;Okay;6;Board;N;2014
Football Manager Classic 2014;PlayStation Vita;Good;7.5;Sports/Simulation;N;2014
MLB 14: The Show;PlayStation Vita;Good;7.1;Sports/Baseball;N;2014
LEGO: The Hobbit;Xbox One;Good;7.4;Adventure;N;2014
EA Sports UFC;Xbox One;Okay;6.8;Fighting;N;2014
EA Sports UFC;PlayStation 4;Okay;6.8;Fighting;N;2014
Entwined;PlayStation 4;Okay;6;Adventure;N;2014
Enemy Front;PC;Bad;4.7;Shooter;N;2014
Oddworld: New 'n' Tasty;PlayStation 4;Great;8.5;Adventure;N;2014
Crimsonland;PlayStation 4;Good;7.5;Shooter;N;2014
Divinity: Original Sin;PC;Amazing;9;RPG;Y;2014
Another World: 20th Anniversary Edition;PlayStation Vita;Bad;4;Adventure;N;2014
Mind Zero;PlayStation Vita;Good;7;RPG;N;2014
1001 Spikes;Wii U;Great;8;Platformer;N;2014
1001 Spikes;PlayStation 4;Great;8;Platformer;N;2014
1001 Spikes;PC;Great;8;Platformer;N;2014
1001 Spikes;Nintendo 3DS;Great;8;Platformer;N;2014
1001 Spikes;PlayStation Vita;Great;8;Platformer;N;2014
Another World: 20th Anniversary Edition;PlayStation 3;Bad;4;Adventure;N;2014
Another World: 20th Anniversary Edition;PlayStation 4;Bad;4;Adventure;N;2014
MouseCraft;PlayStation 4;Good;7.7;Puzzle;N;2014
MouseCraft;PC;Good;7.7;Puzzle;N;2014
MouseCraft;Linux;Good;7.7;Puzzle;N;2014
MouseCraft;Macintosh;Good;7.7;Puzzle;N;2014
Dynasty Warriors: Gundam Reborn;PlayStation 3;Good;7;Action;N;2014
Sid Meier's Civilization Revolution 2;iPhone;Okay;6.9;Simulation;N;2014
Guacamelee! Super Turbo Championship Edition;Wii U;Amazing;9.1;Platformer/Action;N;2014
Tomodachi Life;Nintendo 3DS;Great;8.4;Simulation;N;2014
Monster Monpiece;PlayStation Vita;Bad;4.9;Card/Battle;N;2014
Among the Sleep;PC;Good;7.3;Adventure;N;2014
Ultra Street Fighter IV;Xbox 360;Amazing;9;Fighting;Y;2014
Murdered: Soul Suspect;PC;Mediocre;5.5;Adventure;N;2014
Murdered: Soul Suspect;Xbox One;Mediocre;5.5;Adventure;N;2014
Guacamelee! Super Turbo Championship Edition;Xbox One;Amazing;9.1;Platformer/Action;N;2014
Guacamelee! Super Turbo Championship Edition;PlayStation 4;Amazing;9.1;Platformer/Action;N;2014
Guacamelee! Super Turbo Championship Edition;Xbox 360;Amazing;9.1;Platformer/Action;N;2014
The Wolf Among Us: Episode 5 -- Cry Wolf;Xbox 360;Amazing;9.3;Adventure;N;2014
The Wolf Among Us: Episode 5 -- Cry Wolf;PC;Amazing;9.3;Adventure;N;2014
Don Bradman Cricket;PC;Great;8;Sports/Simulation;N;2014
Transformers: Rise of the Dark Spark;Wii U;Bad;4;Action;N;2014
Blue Estate;PlayStation 4;Awful;3;Shooter;N;2014
Battle Princess of Arcadias;PlayStation 3;Good;7.6;Action/RPG;N;2014
Murdered: Soul Suspect;PlayStation 4;Mediocre;5.5;Adventure;N;2014
The Sly Collection;PlayStation Vita;Great;8.1;Platformer;N;2014
The Incredible Adventures of Van Helsing II;PC;Good;7.4;Action/RPG;N;2014
Tropico 5;PC;Good;7.2;Strategy;N;2014
Watch Dogs;PlayStation 3;Good;7.5;Action;N;2014
The Wolf Among Us: Episode 4 -- In Sheep's Clothing;PC;Okay;6;Adventure;N;2014
Watch Dogs;PlayStation 4;Great;8.4;Action;N;2014
Watch Dogs;Xbox 360;Great;8.4;Action;N;2014
Watch Dogs;Xbox One;Great;8.4;Action;N;2014
Transformers: Rise of the Dark Spark;Xbox One;Bad;4.9;Action;N;2014
Transformers: Rise of the Dark Spark;PC;Bad;4.9;Action;N;2014
Transformers: Rise of the Dark Spark;Xbox 360;Bad;4.9;Action;N;2014
Watch Dogs;PC;Great;8.4;Action;N;2014
Hyperdimension Neptunia: Producing Perfection;PlayStation Vita;Bad;4;Simulation;N;2014
Drakengard 3;PlayStation 3;Bad;4.8;Action/RPG;N;2014
Drakengard 3 (Collector's Edition);PlayStation 3;Bad;4.8;Action/RPG;N;2014
Transistor;PlayStation 4;Amazing;9;Action/RPG;Y;2014
Transistor;PC;Amazing;9;Action/RPG;Y;2014
Wolfenstein: The New Order;Xbox 360;Good;7.8;Shooter;N;2014
Wolfenstein: The New Order;PC;Good;7.8;Shooter;N;2014
Wolfenstein: The New Order;PlayStation 4;Good;7.8;Shooter;N;2014
Wolfenstein: The New Order;Xbox One;Good;7.8;Shooter;N;2014
Wolfenstein: The New Order;PlayStation 3;Good;7.8;Shooter;N;2014
Mario Kart 8;Wii U;Amazing;9;Racing/Action;Y;2014
Sportsfriends;PlayStation 3;Great;8.7;Action/Compilation;N;2014
Sportsfriends;PC;Great;8.7;Action/Compilation;N;2014
Sportsfriends;PlayStation 4;Great;8.7;Action/Compilation;N;2014
Super TIME Force;Xbox One;Good;7.5;Shooter;N;2014
Super TIME Force;Xbox 360;Good;7.5;Shooter;N;2014
The Walking Dead: Season Two -- Episode 3: In Harm's Way;PC;Amazing;9;Adventure;Y;2014
Titan Attacks!;PlayStation 4;Good;7.5;Shooter;N;2014
Titan Attacks!;PlayStation Vita;Good;7.5;Shooter;N;2014
Titan Attacks!;PlayStation 3;Good;7.5;Shooter;N;2014
Borderlands 2;PlayStation Vita;Mediocre;5.4;Shooter/RPG;N;2014
Bound by Flame;PC;Good;7;Action/RPG;N;2014
Bound by Flame;PlayStation 4;Good;7;Action/RPG;N;2014
God of War Collection;PlayStation Vita;Okay;6.3;Compilation;N;2014
Outlast: Whistleblower;PC;Okay;6.4;Action/Adventure;N;2014
The Walking Dead: Season Two -- Episode 5: No Going Back;PlayStation Vita;Amazing;9.5;Adventure;Y;2014
Infamous: First Light;PlayStation 4;Good;7.5;Action;N;2014
Dark Souls II: Crown of the Old Iron King;PlayStation 3;Great;8;Action/RPG;N;2014
The Golf Club: Collector's Edition;Xbox One;Good;7;Sports;N;2014
The Golf Club;PC;Good;7;Sports;N;2014
The Golf Club: Collector's Edition;PlayStation 4;Good;7;Sports;N;2014
Outlast: Whistleblower;PlayStation 4;Okay;6.4;Action/Adventure;N;2014
Tesla Effect: A Tex Murphy Adventure;PC;Okay;6.8;Adventure;N;2014
JoJo's Bizarre Adventure: All Star Battle;PlayStation 3;Good;7.4;Fighting;N;2014
Shadowgate -- The Classic Adventure Re-Imagined;PC;Okay;6.4;Adventure;N;2014
AirMech Arena;Xbox 360;Mediocre;5.5;Action/Simulation;N;2014
Phantom Breaker: Battle Grounds;PlayStation Vita;Mediocre;5;Fighting;N;2014
Orbital Gear;PC;Okay;6.5;Shooter;N;2014
Madden NFL 15;Xbox One;Great;8.7;Sports;N;2014
Madden NFL 15;PlayStation 4;Great;8.7;Sports;N;2014
Metro: Redux;Xbox One;Great;8.6;Shooter;N;2014
Metro: Redux;PC;Great;8.6;Shooter;N;2014
Firefall;PC;Mediocre;5.7;Action;N;2014
Micromon;iPhone;Okay;6.7;RPG;N;2014
Out of the Park Baseball 15;PC;Great;8.5;Sports/Simulation;N;2014
Wii Sports Club;Wii U;Great;8;Sports/Compilation;N;2014
Wii Sports Club (Retail Edition);Wii U;Great;8;Sports/Compilation;N;2014
Siesta Fiesta;Nintendo 3DS;Good;7.9;Action;N;2014
Metro: Redux;PlayStation 4;Great;8.6;Shooter;N;2014
Counterspy;PlayStation 4;Good;7;Action;N;2014
Counterspy;PlayStation 3;Good;7;Action;N;2014
Counterspy;PlayStation Vita;Good;7;Action;N;2014
Tales of Xillia 2;PlayStation 3;Great;8;RPG;N;2014
Diablo III: Ultimate Evil Edition;Xbox One;Amazing;9.2;Action/RPG;Y;2014
Diablo III: Ultimate Evil Edition;PlayStation 4;Amazing;9.2;Action/RPG;Y;2014
Hohokum;PlayStation 4;Great;8.8;Action;N;2014
Xenonauts;PC;Good;7.8;Strategy;N;2014
Fates Forever;iPad;Good;7.5;RPG;N;2014
Metrico;PlayStation Vita;Okay;6.5;Puzzle/Action;N;2014
Road Not Taken;PC;Okay;6.7;Puzzle;N;2014
Sacred 3;PC;Okay;6.5;RPG;N;2014
Sharknado: The Video Game;iPhone;Mediocre;5.5;Action;N;2014
The Last of Us: Remastered;PlayStation 4;Masterpiece;10;Action;Y;2014
Gods Will Be Watching;PC;Great;8;Adventure;N;2014
Hohokum;PlayStation 3;Great;8.8;Action;N;2014
Hohokum;PlayStation Vita;Great;8.8;Action;N;2014
Risen 3: Titan Lords;PC;Mediocre;5.2;RPG;N;2014
Abyss Odyssey;Xbox 360;Okay;6.7;Action;N;2014
Abyss Odyssey;PC;Okay;6.7;Action;N;2014
Abyss Odyssey;PlayStation 3;Okay;6.7;Action;N;2014
One Piece: Unlimited World Red;Nintendo 3DS;Good;7;Action;N;2014
One Piece: Unlimited World Red;PlayStation 3;Good;7;Action;N;2014
One Piece: Unlimited World Red;Wii U;Good;7;Action;N;2014
The Walking Dead: Season Two -- Episode 4: Amid the Ruins;Xbox 360;Okay;6;Adventure;N;2014
The Walking Dead: Season Two -- Episode 4: Amid the Ruins;PC;Okay;6;Adventure;N;2014
Magic 2015 -- Duels of the Planewalkers;PC;Bad;4.5;Card/Battle;N;2014
Dark Souls II: Crown of the Sunken King;PC;Great;8;Action/RPG;N;2014
Super Comboman;PC;Okay;6;Action;N;2014
Ancient Space;PC;Okay;6.6;Strategy;N;2014
The Vanishing of Ethan Carter;PC;Great;8.5;Adventure;N;2014
Skylanders Trap Team;PlayStation 4;Great;8.2;Action/Adventure;N;2014
Sherlock Holmes: Crimes & Punishments;PlayStation 4;Good;7.5;Adventure;N;2014
Sherlock Holmes: Crimes & Punishments;PC;Good;7.5;Adventure;N;2014
Persona 4 Arena Ultimax;Xbox 360;Amazing;9.1;Fighting;Y;2014
Persona 4 Arena Ultimax;PlayStation 3;Amazing;9.1;Fighting;Y;2014
Frozen Synapse Prime;PlayStation Vita;Great;8.7;Strategy;N;2014
Super Smash Bros. for Nintendo 3DS;Nintendo 3DS;Great;8.8;Fighting;N;2014
Middle-earth: Shadow of Mordor;PC;Amazing;9.3;Action/Adventure;Y;2014
Middle-earth: Shadow of Mordor;Xbox One;Amazing;9.3;Action/Adventure;Y;2014
Middle-earth: Shadow of Mordor;PlayStation 4;Amazing;9.3;Action/Adventure;Y;2014
Planetary Annihilation;PC;Bad;4.8;Strategy;N;2014
Hyrule Warriors;Wii U;Good;7;Action;N;2014
Murasaki Baby;PlayStation Vita;Good;7.5;Action;N;2014
Theatrhythm Final Fantasy: Curtain Call;Nintendo 3DS;Great;8.5;Music/RPG;N;2014
Hyperdimension Neptunia Re:Birth 1;PlayStation Vita;Okay;6;RPG;N;2014
Forza Horizon 2;Xbox One;Amazing;9;Racing;Y;2014
Dance Central Spotlight;Xbox One;Good;7.4;Music;N;2014
Wasteland 2;PC;Great;8.4;RPG;N;2014
Fenix Rage;PC;Okay;6;Platformer;N;2014
Endless Legend;PC;Great;8.3;Strategy;N;2014
FIFA 15;Xbox One;Great;8.3;Sports;N;2014
FIFA 15;PlayStation 4;Great;8.3;Sports;N;2014
D4;Xbox One;Good;7;Adventure;N;2014
NHL 15;PlayStation 4;Good;7;Sports;N;2014
Minecraft;PlayStation 4;Amazing;9.7;Action;Y;2014
Minecraft;Xbox One;Amazing;9.7;Action;Y;2014
Hatoful Boyfriend;PC;Great;8;Adventure;N;2014
Dead Rising 3;PC;Great;8.3;Action;N;2014
Destiny;Xbox One;Good;7.8;Shooter;N;2014
Destiny;PlayStation 4;Good;7.8;Shooter;N;2014
Destiny;Xbox 360;Good;7.8;Shooter;N;2014
Destiny;PlayStation 3;Good;7.8;Shooter;N;2014
Pokemon Trading Card Game Online;iPhone;Okay;6;Card;N;2014
Legend of Grimrock II;PC;Great;8.6;RPG;N;2014
Natural Doctrine;PlayStation 4;Painful;2.8;RPG;N;2014
Hack 'n' Slash;PC;Good;7.7;RPG;N;2014
Minimum;PC;Okay;6.5;Shooter;N;2014
Sword Art Online: Hollow Fragment;PlayStation Vita;Mediocre;5.5;Action;N;2014
Disney Infinity: 2.0 Edition -- Marvel Super Heroes;PlayStation 4;Okay;6.8;Action;N;2014
Disney Infinity: 2.0 Edition -- Toy Box Starter Pack;PlayStation 4;Okay;6.8;Action;N;2014
Velocity 2X;PlayStation Vita;Amazing;9;Shooter;Y;2014
Velocity 2X;PlayStation 4;Amazing;9;Shooter;Y;2014
The Sims 4;PC;Good;7.5;Simulation;N;2014
BioShock;iPhone;Okay;6.7;Shooter;N;2014
Lichdom: Battlemage;PC;Okay;6.5;Action/RPG;N;2014
Mighty Gunvolt;Nintendo 3DS;Good;7.5;Action;N;2014
Azure Striker: Gunvolt;Nintendo 3DS;Good;7.8;Action;N;2014
The Walking Dead: Season Two -- Episode 5: No Going Back;iPhone;Amazing;9.5;Adventure;Y;2014
The Walking Dead: Season Two -- Episode 5: No Going Back;PlayStation 3;Amazing;9.5;Adventure;Y;2014
The Evil Within;PlayStation 4;Great;8.7;Adventure;N;2014
The Evil Within;Xbox One;Great;8.7;Adventure;N;2014
Styx: Master of Shadows;PC;Good;7.2;Action;N;2014
Defense Grid 2;Xbox One;Great;8;Strategy/RPG;N;2014
Defense Grid 2;PC;Great;8;Strategy/RPG;N;2014
Borderlands: The Pre-Sequel;Xbox 360;Great;8;Shooter/RPG;N;2014
Borderlands: The Pre-Sequel;PC;Great;8;Shooter/RPG;N;2014
Borderlands: The Pre-Sequel;PlayStation 3;Great;8;Shooter/RPG;N;2014
The Walking Dead: Season Two -- Episode 5: No Going Back;Xbox 360;Amazing;9.5;Adventure;Y;2014
The Walking Dead: Season Two -- Episode 5: No Going Back;PC;Amazing;9.5;Adventure;Y;2014
Bayonetta 2;Wii U;Amazing;9.5;Action;Y;2014
Watch Dogs: Bad Blood;PC;Okay;6.8;Action;N;2014
NBA 2K15;PlayStation 4;Good;7.8;Sports;N;2014
NBA 2K15;PC;Good;7.8;Sports;N;2014
NBA 2K15;Xbox One;Good;7.8;Sports;N;2014
Sleeping Dogs: Definitive Edition;Xbox One;Great;8.5;Action;N;2014
Project Spark;Xbox One;Great;8;Productivity/Action;N;2014
Project Spark;PC;Great;8;Productivity/Action;N;2014
Costume Quest 2;PC;Good;7.6;RPG;N;2014
Football Manager 2015;PC;Great;8.9;Sports/Simulation;N;2014
Halo: The Master Chief Collection;Xbox One;Amazing;9;Shooter;Y;2014
Freedom Wars;PlayStation Vita;Great;8;Action;N;2014
Teenage Mutant Ninja Turtles: Danger of the Ooze;Xbox 360;Mediocre;5;Fighting;N;2014
Spacebase DF-9;PC;Okay;6.8;Simulation;N;2014
Driveclub;PlayStation 4;Good;7.9;Racing;N;2014
Fairy Fencer F;PlayStation 3;Good;7.3;RPG;N;2014
Alien: Isolation;PC;Mediocre;5.9;Action;N;2014
Alien: Isolation;PlayStation 4;Mediocre;5.9;Action;N;2014
Alien: Isolation;Xbox One;Mediocre;5.9;Action;N;2014
Call of Duty: Advanced Warfare;Xbox One;Amazing;9.1;Shooter;Y;2014
Call of Duty: Advanced Warfare;Xbox 360;Amazing;9.1;Shooter;Y;2014
Call of Duty: Advanced Warfare;PlayStation 3;Amazing;9.1;Shooter;Y;2014
Call of Duty: Advanced Warfare;PC;Amazing;9.1;Shooter;Y;2014
Call of Duty: Advanced Warfare;PlayStation 4;Amazing;9.1;Shooter;Y;2014
Costume Quest 2;Xbox 360;Good;7.8;RPG;N;2014
Costume Quest 2;PlayStation 4;Good;7.8;RPG;N;2014
Costume Quest 2;Xbox One;Good;7.8;RPG;N;2014
Costume Quest 2;PlayStation 3;Good;7.8;RPG;N;2014
Assassin’s Creed Rogue;PlayStation 3;Okay;6.8;Action;N;2014
Assassin’s Creed Rogue;Xbox 360;Okay;6.8;Action;N;2014
Sonic Boom: Rise of Lyric;Wii U;Bad;4.3;Platformer;N;2014
Frozen Synapse Prime;PC;Great;8.7;Strategy;N;2014
Pro Evolution Soccer 2015;PC;Amazing;9;Sports;Y;2014
Shantae and the Pirate's Curse;Nintendo 3DS;Great;8.5;Platformer;N;2014
NBA Live 15;Xbox One;Mediocre;5.5;Sports;N;2014
NBA Live 15;PlayStation 4;Mediocre;5.5;Sports;N;2014
Lords of the Fallen;PC;Good;7.4;RPG/Action;N;2014
WWE 2K15;Xbox 360;Mediocre;5.9;Wrestling;N;2014
Screencheat;PC;Good;7;Shooter;N;2014
Gabriel Knight: Sins of the Fathers -- 20th Anniversary Edition;PC;Good;7;Adventure;N;2014
Pro Evolution Soccer 2015;PlayStation 3;Amazing;9;Sports;Y;2014
Pro Evolution Soccer 2015;Xbox 360;Amazing;9;Sports;Y;2014
Pro Evolution Soccer 2015;Xbox One;Amazing;9;Sports;Y;2014
Pro Evolution Soccer 2015;PlayStation 4;Amazing;9;Sports;Y;2014
Far Cry 4;Xbox 360;Great;8.5;Shooter;N;2014
Far Cry 4;PC;Great;8.5;Shooter;N;2014
Far Cry 4;PlayStation 4;Great;8.5;Shooter;N;2014
Fantasy Life;Nintendo 3DS;Great;8;RPG;N;2014
Sid Meier's Civilization: Beyond Earth;PC;Good;7.9;Simulation;N;2014
The Legend of Korra;Xbox One;Bad;4.2;Action;N;2014
Disney Fantasia: Music Evolved;Xbox One;Great;8.6;Music/Action;N;2014
Game of Thrones: Episode 1 -- Iron From Ice;PC;Great;8;Adventure;N;2014
Game of Thrones: Episode 1 -- Iron From Ice;PlayStation 4;Great;8;Adventure;N;2014
Game of Thrones: Episode 1 -- Iron From Ice;Xbox One;Great;8;Adventure;N;2014
Randal's Monday;PC;Bad;4.5;Adventure;N;2014
Captain Toad: Treasure Tracker;Wii U;Great;8.2;Puzzle;N;2014
Valkyria Chronicles;PC;Great;8.8;Action/RPG;N;2014
Far Cry 4;PlayStation 3;Great;8.5;Shooter;N;2014
Far Cry 4;Xbox One;Great;8.5;Shooter;N;2014
Sonic Boom: Shattered Crystal;Nintendo 3DS;Bad;4;Platformer;N;2014
World of Warcraft: Warlords of Draenor;PC;Amazing;9;RPG;Y;2014
Dungeon of the Endless;PC;Great;8.1;Adventure/RPG;N;2014
Depth;PC;Good;7.7;Action;N;2014
Dreamfall Chapters;PC;Okay;6.5;Adventure;N;2014
Assassin's Creed Unity;PC;Good;7.8;Action/Adventure;N;2014
Assassin's Creed Unity;PlayStation 4;Good;7.8;Action/Adventure;N;2014
A Bird Story;PC;Great;8.8;RPG;N;2014
The Binding of Isaac: Rebirth;PC;Amazing;9;RPG;Y;2014
The Binding of Isaac: Rebirth;PlayStation 4;Amazing;9;RPG;Y;2014
Tales from the Borderlands -- Episode 1: Zer0 Sum;PC;Great;8.7;Adventure;N;2014
Tales from the Borderlands -- Episode 1: Zer0 Sum;PlayStation 4;Great;8.7;Adventure;N;2014
This War Of Mine;PC;Great;8.4;Strategy;N;2014
LEGO Batman 3: Beyond Gotham;Wii U;Good;7.4;Action;N;2014
Assassin's Creed Unity;Xbox One;Good;7.8;Action/Adventure;N;2014
Dragon Age: Inquisition;Xbox One;Great;8.8;RPG;N;2014
Dragon Age: Inquisition;PlayStation 4;Great;8.8;RPG;N;2014
Dragon Age: Inquisition;PC;Great;8.8;RPG;N;2014
LEGO Batman 3: Beyond Gotham;PlayStation 4;Good;7.4;Action;N;2014
Persona Q: Shadow of the Labyrinth;Nintendo 3DS;Great;8.5;RPG;N;2014
Company of Heroes 2: Ardennes Assault;PC;Great;8.2;Strategy;N;2014
Super Smash Bros. for Wii U;Wii U;Amazing;9.8;Fighting;Y;2014
Pokemon Omega Ruby Version;Nintendo 3DS;Good;7.8;RPG;N;2014
Pokemon Alpha Sapphire Version;Nintendo 3DS;Good;7.8;RPG;N;2014
WWE 2K15;Xbox One;Good;7;Wrestling;N;2014
WWE 2K15;PlayStation 4;Good;7;Wrestling;N;2014
Escape Dead Island;PC;Okay;6.8;Action;N;2014
LittleBigPlanet 3;PlayStation 4;Okay;6.8;Platformer;N;2014
Grand Theft Auto V;PlayStation 4;Masterpiece;10;Action/Adventure;Y;2014
Grand Theft Auto V;Xbox One;Masterpiece;10;Action/Adventure;Y;2014
Resident Evil;PlayStation 3;Great;8;Action;N;2015
Resident Evil;PlayStation 4;Great;8;Action;N;2015
Resident Evil;Xbox 360;Great;8;Action;N;2015
Resident Evil;Xbox One;Great;8;Action;N;2015
Saints Row IV: Re-Elected & Gat Out of Hell;PlayStation 4;Good;7.8;Action;N;2015
Saints Row IV: Re-Elected & Gat Out of Hell;Xbox One;Good;7.8;Action;N;2015
Blackguards 2;PC;Good;7.8;RPG;N;2015
#IDARB;Xbox One;Good;7.5;Party;N;2015
Assassin's Creed Unity -- Dead Kings;Xbox One;Good;7.8;Action/Adventure;N;2015
Funk of Titans;Xbox One;Bad;4;Platformer;N;2015
Sunset Overdrive;Xbox One;Amazing;9;Action;N;2015
Sunset Overdrive -- Mystery of the Mooil Rig;Xbox One;Great;8;Action;N;2015
The Witcher Adventure Game;Android;Okay;6.9;Board;N;2014
The Witcher Adventure Game;PC;Okay;6.9;Board;N;2014
Kalimba;Xbox One;Good;7.4;Platformer;N;2014
Guilty Gear Xrd Sign;PlayStation 4;Great;8.5;Fighting;N;2014
Guilty Gear Xrd Sign;PlayStation 3;Great;8.5;Fighting;N;2014
Xeodrifter;Nintendo 3DS;Okay;6.5;Action/Adventure;N;2014
Craft the World;PC;Okay;6.2;Strategy;N;2015
Super Mega Baseball;PlayStation 4;Great;8.1;Sports;N;2015
Super Mega Baseball;PlayStation 3;Great;8.1;Sports;N;2015
Loadout;PlayStation 4;Okay;6.4;Shooter;N;2015
Scrolls;PC;Good;7.4;Card/Battle;N;2014
Neo Scavenger;PC;Good;7.9;Strategy;N;2014
Metal Gear Solid V: Ground Zeroes;PC;Great;8;Action/Adventure;N;2014
Elite: Dangerous;PC;Good;7.4;Action;N;2014
Dead State;PC;Okay;6.8;RPG;N;2014
Xeodrifter;PC;Okay;6.5;Action/Adventure;N;2014
Stealth Inc. 2: A Game of Clones;Wii U;Great;8.5;Platformer;N;2014
The Talos Principle;PC;Great;8.3;Puzzle/Adventure;N;2014
Threes;iPhone;Amazing;9.3;Puzzle;Y;2014
Threes;Xbox One;Amazing;9.3;Puzzle;Y;2014
Threes;Android;Amazing;9.3;Puzzle;Y;2014
Destiny: The Dark Below;Xbox One;Okay;6;Shooter;N;2014
Destiny: The Dark Below;PlayStation 4;Okay;6;Shooter;N;2014
The Witcher Adventure Game;Macintosh;Okay;6.9;Board;N;2014
The Witcher Adventure Game;iPad;Okay;6.9;Board;N;2014
Just Dance 2015;Xbox One;Great;8;Music;N;2014
Kingdom Hearts HD II.5 ReMIX;PlayStation 3;Great;8.4;Compilation/RPG;N;2014
Lara Croft and the Temple of Osiris;Xbox One;Great;8.1;Action;N;2014
Secret Ponchos;PlayStation 4;Good;7;Shooter;N;2014
Rugby 15;PlayStation 3;Painful;2;Sports;N;2014
Rugby 15;PlayStation 4;Painful;2;Sports;N;2014
Rugby 15;Xbox 360;Painful;2;Sports;N;2014
Rugby 15;Xbox One;Painful;2;Sports;N;2014
Rugby 15;PC;Painful;2;Sports;N;2014
80 Days;iPhone;Amazing;9;Adventure;Y;2014
The Crew;PC;Okay;6;Racing/Action;N;2014
The Crew;Xbox One;Okay;6;Racing/Action;N;2014
The Crew;PlayStation 4;Okay;6;Racing/Action;N;2014
Evolve;PlayStation 4;Amazing;9;Shooter;Y;2015
Evolve;Xbox One;Amazing;9;Shooter;Y;2015
Evolve;PC;Amazing;9;Shooter;Y;2015
Monster Hunter 4 Ultimate;Nintendo 3DS;Amazing;9;Action;Y;2015
Grow Home;PC;Great;8.8;Platformer;N;2015
Gravity Ghost;PC;Good;7.4;Other;N;2015
Apotheon;PC;Okay;6.9;Action/RPG;N;2015
Chaos Heroes Online;PC;Mediocre;5.6;Action;N;2015
The Legend of Zelda: Majora's Mask 3D;Nintendo 3DS;Great;8.7;Adventure;N;2015
Raven's Cry;PC;Awful;3;Action;N;2015
Game of Thrones: Episode 2 -- The Lost Lords;PC;Good;7;Adventure;N;2015
Life is Strange -- Episode 1: Chrysalis;PC;Okay;6.5;Adventure;N;2015
Supreme League of Patriots;PC;Mediocre;5.7;Adventure;N;2015
The Witcher Battle Arena;iPhone;Bad;4.5;Strategy;N;2015
Assassin's Creed Chronicles: China;PlayStation 4;Okay;6.4;Platformer;N;2015
Assassin's Creed Chronicles: China;Xbox One;Okay;6.4;Platformer;N;2015
StarDrive 2;PC;Okay;6.9;Strategy;N;2015
Grand Theft Auto V;PC;Masterpiece;10;Action/Adventure;Y;2015
I Am Bread;PC;Good;7.2;Puzzle;N;2015
Grim Fandango Remastered;PlayStation 4;Amazing;9.3;Adventure;Y;2015
Grim Fandango Remastered;PC;Amazing;9.3;Adventure;Y;2015
Grim Fandango Remastered;PlayStation Vita;Amazing;9.3;Adventure;Y;2015
Dying Light;Xbox One;Great;8.5;Action;N;2015
Dying Light;PC;Great;8.5;Action;N;2015
Dying Light;PlayStation 4;Great;8.5;Action;N;2015
Grey Goo;PC;Good;7.6;Strategy;N;2015
Citizens of Earth;PC;Okay;6.5;RPG;N;2015
Citizens of Earth;PlayStation 4;Okay;6.5;RPG;N;2015
White Night;Xbox One;Mediocre;5;Puzzle;N;2015
Dragon Ball Xenoverse;Xbox One;Okay;6.7;Fighting;N;2015
OlliOlli 2: Welcome to OlliWood;PlayStation Vita;Amazing;9;Sports;Y;2015
OlliOlli 2: Welcome to OlliWood;PlayStation 4;Amazing;9;Sports;Y;2015
